Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest
2022-11-21,Q (Aug 2023),0.0000,27.6500,28.2500,0.0000,28.05,0,0,0,0
2022-11-22,Q (Aug 2023),27.9500,27.9500,27.7400,27.7400,27.70,-0.35,25,0,24
