Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest
06/07/2013,V (Oct 13),19.05,19.11,18.6,18.82,18.85,-0.2,4238,0,22513
06/10/2013,V (Oct 13),18.75,18.82,18.53,18.57,18.6,-0.25,3873,0,22578
06/11/2013,V (Oct 13),18.85,19.3,18.75,19.18,19.2,0.6,7103,46,22599
06/12/2013,V (Oct 13),19,19.85,18.9,19.73,19.75,0.55,9543,323,22646
06/13/2013,V (Oct 13),19.75,19.86,19.2,19.37,19.4,-0.35,10374,24,22760
06/14/2013,V (Oct 13),19.35,19.85,19.15,19.84,19.85,0.45,10971,25,23404
06/17/2013,V (Oct 13),19.65,19.8,19.38,19.58,19.6,-0.25,7633,12,24197
06/18/2013,V (Oct 13),19.6,19.65,19.38,19.53,19.55,-0.05,6655,0,24734
06/19/2013,V (Oct 13),19.55,19.67,18.77,19.53,19.55,0,12717,78,25162
06/20/2013,V (Oct 13),19.8,20.92,19.65,20.39,20.4,0.85,20375,0,24817
06/21/2013,V (Oct 13),20.01,20.75,19.73,20.21,20.25,-0.15,20716,203,25743
06/24/2013,V (Oct 13),20.65,21.15,20.59,20.98,21,0.75,18395,0,26591
06/25/2013,V (Oct 13),20.65,21,20.39,20.82,20.85,-0.15,11656,25,25280
06/26/2013,V (Oct 13),20.61,20.9,20.54,20.76,20.8,-0.05,11140,0,26614
06/27/2013,V (Oct 13),20.6,20.66,20.26,20.37,20.4,-0.4,9161,0,26592
06/28/2013,V (Oct 13),20.2,20.6,20,20.33,20.35,-0.05,12718,20,26132
07/01/2013,V (Oct 13),20.2,20.21,19.64,19.98,20,-0.35,9528,7,26593
07/02/2013,V (Oct 13),19.86,20.19,19.66,20.07,20.1,0.1,5734,0,26392
07/03/2013,V (Oct 13),20.15,20.25,19.8,19.91,19.95,-0.15,6265,11,26154
07/05/2013,V (Oct 13),19.8,19.9,19.4,19.45,19.45,-0.5,9665,0,26481
07/08/2013,V (Oct 13),19.3,19.35,18.65,18.68,18.7,-0.75,14437,11,27802
07/09/2013,V (Oct 13),18.55,18.64,18.25,18.51,18.55,-0.15,9172,6,27506
07/10/2013,V (Oct 13),18.58,18.58,18.15,18.17,18.2,-0.35,7979,0,27578
07/11/2013,V (Oct 13),17.9,17.98,17.73,17.85,17.9,-0.3,8844,2,27810
07/12/2013,V (Oct 13),17.8,18.1,17.68,18.01,18.05,0.15,7792,5,27754
07/15/2013,V (Oct 13),17.97,17.97,17.6,17.71,17.75,-0.3,8369,0,29163
07/16/2013,V (Oct 13),17.75,18.4,17.63,18.33,18.35,0.6,16520,0,28304
07/17/2013,V (Oct 13),18.25,18.25,17.74,17.81,17.85,-0.5,11319,285,28402
07/18/2013,V (Oct 13),17.8,17.85,17.5,17.8,17.85,0,8876,0,29496
07/19/2013,V (Oct 13),17.8,17.95,17.5,17.5,17.55,-0.3,13496,0,29643
07/22/2013,V (Oct 13),17.45,17.6,17.15,17.25,17.3,-0.25,15003,0,30621
07/23/2013,V (Oct 13),17.2,17.35,16.95,17.15,17.2,-0.1,13184,26,30920
07/24/2013,V (Oct 13),17.05,17.4,17,17.21,17.25,0.05,12764,0,31562
07/25/2013,V (Oct 13),17.35,17.45,16.85,16.91,16.95,-0.3,12766,0,31496
07/26/2013,V (Oct 13),17.05,17.25,16.75,16.85,16.9,-0.05,11710,0,32940
07/29/2013,V (Oct 13),16.9,17.06,16.85,16.85,16.9,0,10070,0,33737
07/30/2013,V (Oct 13),16.9,17,16.65,16.65,16.7,-0.2,8654,0,34662
07/31/2013,V (Oct 13),16.71,16.73,16.2,16.3,16.35,-0.35,16650,0,36577
08/01/2013,V (Oct 13),16.15,16.15,15.9,16,16.05,-0.3,19203,0,37308
08/02/2013,V (Oct 13),15.95,15.99,15.65,15.7,15.75,-0.3,12230,0,38348
08/05/2013,V (Oct 13),15.67,15.67,15.4,15.45,15.5,-0.25,16265,0,40590
08/06/2013,V (Oct 13),15.55,16,15.45,15.86,15.9,0.4,18895,0,42606
08/07/2013,V (Oct 13),15.95,16.4,15.95,16,16.05,0.15,18958,0,44794
08/08/2013,V (Oct 13),15.85,16.1,15.7,15.86,15.9,-0.15,15074,0,47168
08/09/2013,V (Oct 13),15.95,16.2,15.77,16.05,16.1,0.2,14303,0,48209
