Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest
09/17/2013,X (Nov 13),16.35,16.4,16.13,16.25,16.3,-0.15,13168,0,62238
09/18/2013,X (Nov 13),16.25,16.46,15.65,15.91,15.9,-0.4,41107,0,69890
09/19/2013,X (Nov 13),15.75,16.05,15.68,15.87,15.9,0,34568,0,74034
09/20/2013,X (Nov 13),15.9,16.25,15.78,16.12,16.15,0.25,38697,111,75780
09/23/2013,X (Nov 13),16.27,16.6,16.03,16.38,16.4,0.25,35135,0,76893
09/24/2013,X (Nov 13),16.43,16.45,16,16.23,16.25,-0.15,29107,0,76766
09/25/2013,X (Nov 13),16.3,16.43,16.08,16.18,16.2,-0.05,36303,0,79791
09/26/2013,X (Nov 13),16.1,16.17,15.85,15.92,15.95,-0.25,37627,168,83351
09/27/2013,X (Nov 13),16.05,16.55,16,16.33,16.35,0.4,42833,0,85171
09/30/2013,X (Nov 13),16.85,17.02,16.48,16.88,16.9,0.55,58462,0,85647
10/01/2013,X (Nov 13),16.7,16.92,16.2,16.21,16.25,-0.65,46667,0,89434
10/02/2013,X (Nov 13),16.5,16.9,16.39,16.88,16.9,0.65,51141,0,96831
10/03/2013,X (Nov 13),16.85,17.8,16.75,17.43,17.45,0.55,87139,0,103400
10/04/2013,X (Nov 13),17.3,17.6,16.9,16.99,17,-0.45,49842,0,108675
10/07/2013,X (Nov 13),17.7,18.38,17.42,18.34,18.35,1.35,74210,181,118163
10/08/2013,X (Nov 13),18.2,19.19,18.15,19.08,19.1,0.75,114502,1490,130713
10/09/2013,X (Nov 13),19,19.42,18.15,18.7,18.7,-0.4,105692,0,141838
10/10/2013,X (Nov 13),18.5,18.65,16.7,16.85,16.85,-1.85,93392,693,140939
10/11/2013,X (Nov 13),16.8,16.85,16.1,16.38,16.4,-0.45,71565,0,141428
10/14/2013,X (Nov 13),17,17.35,16.38,16.62,16.65,0.25,94245,0,150688
10/15/2013,X (Nov 13),16.6,17.75,16.45,17.27,17.3,0.65,107055,0,164094
10/16/2013,X (Nov 13),17.25,17.27,15.5,15.55,15.55,-1.75,137121,2125,166165
10/17/2013,X (Nov 13),15.65,15.8,14.5,14.52,14.55,-1,108501,3868,172803
10/18/2013,X (Nov 13),14.45,14.8,14.2,14.33,14.35,-0.2,76422,3774,164228
10/21/2013,X (Nov 13),14.35,14.8,14.15,14.58,14.6,0.25,52365,1032,159630
10/22/2013,X (Nov 13),14.55,14.8,14.2,14.59,14.6,0,61217,2094,161293
10/23/2013,X (Nov 13),14.95,15.27,14.65,14.67,14.7,0.1,59401,532,157349
10/24/2013,X (Nov 13),14.45,14.8,14.4,14.45,14.45,-0.25,38761,516,157993
10/25/2013,X (Nov 13),14.5,14.75,14.44,14.47,14.5,0.05,30715,1855,157296
10/28/2013,X (Nov 13),14.45,14.75,14.45,14.55,14.55,0.05,27787,538,154559
10/29/2013,X (Nov 13),14.55,14.68,14.35,14.43,14.45,-0.1,31234,1029,152971
10/30/2013,X (Nov 13),14.45,14.95,14.35,14.54,14.55,0.1,55628,281,150610
10/31/2013,X (Nov 13),14.55,14.76,14.25,14.48,14.5,-0.05,39736,2195,146035
11/01/2013,X (Nov 13),14.45,14.7,14.3,14.44,14.45,-0.05,32784,203,142306
11/04/2013,X (Nov 13),14.35,14.45,13.9,13.92,13.95,-0.5,39364,1121,141462
11/05/2013,X (Nov 13),13.95,14.3,13.85,13.98,14,0.05,52337,823,145834
11/06/2013,X (Nov 13),14,14.05,13.65,13.66,13.7,-0.3,44907,224,136708
11/07/2013,X (Nov 13),13.65,14.4,13.48,14.22,14.25,0.55,54543,0,131714
11/08/2013,X (Nov 13),14.25,14.35,13.5,13.58,13.6,-0.65,59075,188,126957
11/11/2013,X (Nov 13),13.65,13.75,13.25,13.27,13.3,-0.3,36861,148,122703
11/12/2013,X (Nov 13),13.3,13.53,13.22,13.33,13.35,0.05,39369,291,116867
11/13/2013,X (Nov 13),13.35,13.75,13.2,13.24,13.25,-0.1,54109,203,109056
11/14/2013,X (Nov 13),13.25,13.35,13,13.03,13.05,-0.2,47717,104,98470
11/15/2013,X (Nov 13),13.08,13.15,12.85,12.93,12.95,-0.1,63059,35,81175
11/18/2013,X (Nov 13),12.95,13.32,12.68,13.28,13.3,0.35,67180,85,72151
11/19/2013,X (Nov 13),13.27,13.65,13.13,13.58,13.6,0.3,58693,0,58253
11/20/2013,X (Nov 13),0,0,0,0,14.12,0.52,0,0,54946
